,text,label
2029,"I co powie ten covitłuk? Kolejna kasa dla rzydów,dla UPAinców a dla Polaków micha ryżu!! Do budy oszuści kłamcy-pandemii nie ma  a kagańce w dupe se wsadźcie.Mordercy otworzyć przychodnie-Polacy bez diagnostyki umierają na raka! MORDERCY z pisu!! ***** PIS!",Niemedyczny
2030,Pomijam fakt że odkąd zaczęły się teleporady to większość przychodni wali w chu*a i nie ludzie nie mogą się dodzwonić czasami po kilka dni gdy oni sobie smacznie piją kawusie i popychają pierdy i może czas najwyższy by rząd zaczął wyciągać konsekwencje 🙃✌️,Niemedyczny
2031,W wyniku pandemii tysiące chorych na osteoporozę pozostają bez pomocy. Lekarze i pacjenci apelują o proste zmiany umożliwiające diagnostykę i leczenie [DEPESZA]   https://t.co/K6yq9ztHRg #osteoporoza #zdrowie #leczenie #diagnostyka  https://t.co/nMccVuuo2n,Medyczne
2032,czas na kolejna dawke paracetamolu bierzemy pyralgine. Pamietac nalezy o prawidlowym nawodnieniu zwoaszcza w przypadku goraczki. Wietrzenie regularne mieszkania - swierze powietrze naprawde nie zabija! Cwiczenia oddechowe ewentualnie oddychanie na brzuchu.,Medyczne
2034,"6. Czerwony lub brunatnoczerwony- obecność krwi, rzadziej hemoglobiny lub mioglobiny, bardzo rzadko przyczyną są porfiryny lub barwniki pokarmowe (buraki)  KRWIOMOCZ •urazy •toksyny •procesy zapalne •nowotwory pęcherza •kamienie/kryształy •choroby prostaty",Medyczne
2035,"Słuchając dramatycznych dialogów dyspozytorów z ratownikami medycznymi, czytając o odmowach przyjęcia pacjentów do szpitali oraz lekarzach uciekających na l4, z przykrością stwierdzam, że wielu polskich lekarzy nigdy nie powinno znaleźć się w tym zawodzie.",Medyczne
2036,"Muzeum II Wojny Światowej drugi raz oddało do dyspozycji personelu medycznego pokoje w części hotelowej placówki. Nocleg przygotowano z myślą o lekarzach, pielęgniarkach i o ratownikach, którzy podejmą pracę w szpitalu tymczasowym.  https://t.co/ORxWQRobr0",Niemedyczny
2037,"Ku przestrodze słowa pielęgniarki z Lombardii Eleny Pagliarini: ""Widzę wielkie zaniepokojenie świątecznym obiadem. Martwcie się o to, byście nie musieli zjeść świątecznego obiadu w szpitalu albo co gorsza byście już nigdy go nie zjedli"". #pandemia #COVID19",Niemedyczny
2038,Podpadła proaborcyjnemu Szpitalowi Praskiemu.   Kara za obronę życia? Osobliwe zachowanie personelu szpitala wobec Kai Godek -  https://t.co/hCeP1OpTtB - Prawa Strona Internetu. Informacje z życia Kościoła i prawicowa publicystyka:  https://t.co/ILL20qg2EL,Niemedyczny
2040,"Ponad 14 tysięcy naukowców i lekarzy z całego Świata podpisało Deklarację Barringtona przeciw cyrkowi w sprawie #Covid. Mowa o poważnych naukowcach, a nie doktorach Simonach i innych specach z TV śniadaniowej  https://t.co/ccQ7ZJwhWt przez @CzerwonePotwork",Medyczne
2041,"Jak Ci się mieszkw poza domem? — Ciężko się mieszka samemu. W czasach wirusa jest to jeszcze trudniejsze, bo brakuje mi kontaktu ze znajomymi. Całe dnie spędzam w pokoju. Wychodzę jedynie do sklepu, czasami na spacer. Muszę przyzw…  https://t.co/mAql1hEUxa",Niemedyczny
2042,"Czy masz zajęcia w szpitalach? — na ten moment nie, bo jest covid. miałam tylko w połowie października ginekologię. ogólnie inne grupy z mojego kierunku mają w szpitalu, ale to dlatego, że jesteśmy różnie podzieleni. za to praktyc…  https://t.co/YHItNX7her",Medyczne
2043,HEJHEJHEJ jeśli ktoś ma 10min to wypełnijcie proszę ankietę bo będą mnie lubić na studiach za to XD  https://t.co/hTu8fjgey8 WIEM JAK TO WYGLADA O WIRUSIE BEKA ALE NO XD na końcu trzeba wpisać moje imię (Olga🤢) i inicjały OD!!! dziekuje wszystkim z góry ❤️,Niemedyczny
2044,"8-letni kibic PSG nie żyje. Poruszający wpis Kyliana Mbappe ""Jestem dumny, że mogłem być Twoim przyjacielem aż do ostatnich oddechów"" - tymi słowami Kylian Mbappe pożegnał małego Lucasa. Chłopca, który przegrał walkę z nowotworem.   https://t.co/qNybjowWP2",Niemedyczny
2045,"Nie minęły dwa tygodnie a słowa @LukPawlowski stały się ciałem.   I Edyta Górniak mówiąca, że w szpitalach leżą statyści, a nie chorzy na Covid-19, będzie mogła powtarzać brednie w najlepszym czasie antenowym.   Brawo @PolsatNewsPL  https://t.co/TtTC8cf9nL",Niemedyczny
2046,"Patrzcie jaka ma zajebiaszcza maseczke kobitki. Zachecaja was do zakrywania twarzy bo Islam ma byc religia globalna. Meczety i modly publiczne dzialaja,koscioly pozamykane xd Kiedy wy sie obudzicie.Te maseczki nie chronia nikogo przed wirusami qrwa debile.",Niemedyczny
2047,"@MarcinNajman Jesteś pozerem i pseudosportowcem. Mam nadzieje, że zachowasz się honorowo i wycofasz się ze swojej przygody sportowej, przestaniesz pajacować w TVP info i zauważysz że Twoja koleżanka ma wyraźny problem z Gatesem i szczepionkami :V #famemma8",Niemedyczny
2048,"No, 23 000 Polaków z nowotworami, dzięki @AndrzejDuda możecie być pewni, że nie zdążycie zagłosować w wyborach. Szybciej pójdziecie do piachu, ale za to nim zdechniecie obejrzycie Dudę jeszcze częściej w TVPinfo. #DUDA2020 #DudaExit #PADisBAD #wstyd #TVPiS",Medyczne
2049,"Dla inwestorów giełdowych informacja Moderny o szczepionce skuteczniejszej od tej, nad którą pracuje Pfizer, to sygnał do ponownego ataku na akcje. W przedsesyjnym handlu w górę idą indeksy spółek z tradycyjnych sektorów gospodarki  https://t.co/U5bgtGGe88",Medyczne
2053,"Za to powinni odpowiedzieć  !!!.Nie leczy się pacjentów na powżne powikłania ,nowotwory i inne schorzenia ,tylko gra się w covida 19.niczym w rosyjska ruletkę . .Nałożone bezpodstawnie ludziom kagańce na twarze ,niszcząc ich układ odpornościowy i płuca !!!",Medyczne
2055,"@AndrzejDuda Panie Prezydencie błagam o pomoc. Mój kuzyn, pracownik służby zdrowia walczy o życie po zarażeniu covidem. Może mu pomóc tylko przetransportowanie do szpitala z maszyną do dotleniania krwi lub przeszczep płuc. Liczy się czas. Błagam o pomoc...",Medyczne-diagnoza
2056,@URPLWMiPB Od złożenia wniosku przez Lubelską firmę w sprawie badań klinicznych leku na bazie osocza ozdrowieńców w Polsce zmarło ponad 6000 osób. W Polsce nadal stosuje się przyczyniający się do zgonów według WHO Remdesivir. Kto jest za to odpowiedzialny?,Medyczne
2057,"Wizyta prezydenta zahamuje budowę szpitala na Stadionie Narodowym? Wiceminister zdrowia zabrał głos  https://t.co/Vm3MojJJyJ  Podobno rządy  PO-PSL były gorsze niż koronawirus, a tu proszę,ten co się szczepionkom nie kłaniał okazał się gospodarzem wirusa.",Niemedyczny
2058,"Doktorowi udało się wykazać, ż firma Southwark and Vauxhall Waterworks Company pobiera i dostarcza mieszkańcom wodę z zanieczyszczonego ściekami odcinka Tamizy. Domy które były zaopatrzone wodę przez tę firmę miały więcej przypadków zachorowań na cholerę.",Medyczne
2061,"Obok Chińczyków, Brytyjczyków czy Amerykanów - Polacy będą wdrażać metodę leczenia osoczem krwi pobranym od osób, które wygrały walkę z #koronawirus.em. [wideo] #Kronika ➡️ https://t.co/cv1cRB8nFL  https://t.co/qv4ahVjyXv",Medyczne-diagnoza
2062,"@grubygrubas93 @tomaszzak_wwa Policjant ma prawo być skuteczny. Niestety w naszym kraju szpik skacze koło niego z łapami, drugi nagrywa i trzeba wzywać wsparcie, bo przecież nie wolno nikogo uderzyć, bo będzie na YouTube.",Niemedyczny
2064,"A ONI SKŁADALI PRZYSIĘGĘ HIPOKRATESA? Jej główne przesłanie głosi „Primum non nocere”, co znaczy „Po pierwsze nie szkodzić"" . Czyli jak pomagają zabijać nienarodzone to już nie są lekarzami, a są HIPOKRYTAMI i mordercami.",Medyczne
2065,"Dwa dni temu umarł na koronawirusa przyjaciel rodziny. Nie kaszlał, a miał już tylko 20% płuc wolnych gdy trafił do szpitala. Pogrzeb dopiero w połowie grudnia, zakłady pogrzebowe się nie wyrabiają, brakuje nawet trumien.",Medyczne
2066,"Jak nie ukrywam tego że Joński dla mnie to głupi qtas, tak tu ma rację . Szpital na narodowym to tak naprawdę przepłacony ośrodek wypoczynkowy dla osób które równie w warunkach domowych mogłoby się leczyć z użyciem tlenu.",Medyczne
2067,(2/3)  Dziękując za dotychczasowy trud i poświęcenie personelu medycznego👩‍🔬👨‍⚕️oraz wszystkich pracowników szpitala rozmawialiśmy również o kolejnych wyzwaniach jakie stoją przed służbą zdrowia.  https://t.co/UfInGHj3nh,Medyczne
2068,"Panu doktorowi coś się pomieszało i nie tylko jemu , powinien sobie przypomnieć historię Konstytucji 3 majowej i zwalczającej ją konfederację targowicką przy olbrzymim poparciu kościoła katolickiego z prymasem na czele !",Medyczne
2069,"nie wierzę że moi rodzice nadal używają argumentu ""nie masz gorączki więc nie może cię boleć głowa"" w momencie kiedy migreny to u mnie norma 😹😹 od rana mnie boli łeb i mi niedobrze, ale przecież oni wiedzą lepiej &lt;333",Medyczne-diagnoza
2070,"Powoli zaczął się rozkręcać, ale mamy nadzieję, że jego licznik bramek zatrzyma się w niedzielne popołudnie. Przed meczem z @WartaPoznan sprawdzamy Mateusza Kuzimskiego 👉  https://t.co/DTicZ8toMt  https://t.co/7528OTGH9y",Niemedyczny
2071,"Ruskowi nic nie będzie ale gdyby to był nasz kierowca zaraz jakaś Majka czy Kamila polałaby się krwią na wizji i oddawała mocz z okrzykiem rozpaczy . Obwiesili by ją plakatami ""Dość przemocy "" a kierowca byłby skończony.",Medyczne
2072,"Jest mi tak cholernie smutno. Był świetnym aktorem, mimo tego, że nie grał długo w filmach Marvela zrobił to znakomicie i to z nowotworem. Był bardzo silnym człowiekiem i to niesprawiedliwe, że już odszedł z tego świata.",Medyczne
2073,"Mój tata zachorował na covid, dwa tygodnie leżał w śpiączce w szpitalu, dziś o 16:40 niestety... chciałbym wam tylko powiedzieć żebyście naprawdę dbali o siebie i swoich bliskich, bo to nie są żarty, to tyle, dziękuję...",Medyczne-diagnoza
2074,"Jedni przebrani i skontaminowani, ale karetka odmówiła współpracy. Inni pod szpitalami czekają na wolne łóżko dla pacjenta, a tlen w karetce się kończy - tak wygląda codzienność #ZRM   @mozzzrm @PZM_official @krakow112pl",Medyczne
2075,W tej całej covidowej gorączce nie zapominajmy o naszej planecie 🙏🌎Niezwykły dokument. Jedna z NAJLEPSZYCH produkcji na @NetflixPL 🔝 Chwyta mocno za serce i z pewnością jeszcze długo nie puści ❤️  https://t.co/41hz4ZHM98,Medyczne
2076,"Październik to miesiąc świadomości #rakpiersi - najczęściej występującego nowotworu u kobiet na świecie. Zapraszamy do obejrzenia historii pani Joanny, pacjentki  #profilaktyka #wyleczrakapiersi   https://t.co/Esir6dYQpo",Medyczne
2077,Co trzeba wiedzieć o najczęstszym nowotworze złośliwym u kobiet? Tego dowiecie się od nas. #TheTurningPointInCancerFight #rakpiersi #guzwpiersi #diagnostyka #profilaktyka  https://t.co/haIy9t26tQ  https://t.co/YVnlLBjRp2,Medyczne
2078,"Żyją w skrajnych warunkach: bez bieżącej wody, toalet i lekarstw. Ponad milion uchodźców uciekło z Syrii przed wojną. Trafiają do obozów; jeden z nich odwiedził reporter Polsat News Artur Molęda.  https://t.co/88Ei4VKZRX",Niemedyczny
2080,"Brakuje żywności i podstawowych środków ochronnych, również lekarstw. Wielu uczniów nie jest w stanie zapłacić czesnego - ks. Albert z Liberii prosi o pomoc. Więcej -&gt;  https://t.co/RFQnv6isI9  https://t.co/2lo3KOwIVQ",Niemedyczny
2081,"Moja babcia jest po nowotworze piersi, mama ma chore serce i nie będę ich narażać, wpłaciłam za to na zbiórkę i podpisuję na bieżąco wszystkie petycje, które mi się przewiną, przestańcie dzielić ludzi takimi komentarzami",Medyczne-diagnoza
2082,dodatkowo wczoraj mi wyznał że jak był mały i miał zapalenie płuc to rodzice go zamiast zabrać do lekarza to go prowadzili do jakiś znachorów. kurwa mać jestem załamana a jego starszy brat tak robi i tam dzieci prowadzi.,Medyczne-diagnoza
2083,"Czym może być depresja? Dlaczego nie zawsze jest chorobą? Dlaczego głównym lekarstwem na nią powinno być eliminowanie zła na świecie, a dla konkretnej jednostki – złych ludzi w swoim otoczeniu?    https://t.co/x1XhlxFrWH",Medyczne
2085,"Brutalna w skutkach walka z nowotworem... – Marysia potrzebuje naszej pomocy! RATUNKU!!!!POMOCY!!!! POMÓŻ PROSZĘ, nawet najmniejsza wpłata ratuje życie maleńkiej 4-letniej Marysi  https://t.co/TyaGrZA8O9 przez @siepomaga",Medyczne
2086,Jeszcze dekadę temu byłby to główny temat wszystkich wiadomości przez tydzień że w końcu udaje się zaprowadzić pokój na bliskim wschodzie. Ale to jest Trump i kością w gardle staje nominacja do pokojowej nagrody Nobla...,Niemedyczny
2087,"Jest mi przykro, jako człowiekowi i lekarzowi, który codziennie poświęca się, aby ratować życie Polek i Polaków - lekarz @bfialek w programie ""Debata Dnia"" o wypowiedzi wicepremiera @SasinJacek    https://t.co/5yxnDFjkKw",Medyczne
2088,"Jakie brawa szubrawcy? A zwolnienie producentów zastrzyków zwanych dla niepoznaki szczepionkami od odpowiedzialności? Zastosujcie prawo konsekwentnie  Sami sobie biją brawa, pewnie też mówią do siebie i piją do lustra...",Medyczne
2090,"Możemy narzekać na zarobki zarządu Szpitala Narodowego, ale pamiętajmy, że jest to jedyny w Polsce szpital bez długów, w którym w dodatku nie zmarł jeszcze ani jeden pacjent. Chcesz mieć fachowców na stanowiskach - płać.",Medyczne
2091,moja 83 letnia babcia przeszla koronawirusa. lekarz nie zlecił jej wykonania testu pomimo ze miala objawy takie jak gorączka czy utrata smaku i węchu. dostala jedynie antybiotyk a test musiala zrobić sobie prywatnie 😀👍🏻,Medyczne-diagnoza
2092,Fundacja „Dr Clown” rusza z wirtualną terapią śmiechem i uruchamia „Śmiechofon” umożliwiający dzieciom w szpitalach indywidualne spotkania online z Doktorami Clownami. #KurierOpolski #tvp3opole   https://t.co/9hk5NEsR4Z,Medyczne
2093,"Jednocześnie rozsądny rozwój i wykorzystywanie absolutnie wszystkiego w połączeniu z ultramobilnością to wymóg przeżycia. Do tego wrzuciłem sobie najwyższy poziom trudności, który serio daje mi w kość. Jest przepysznie.",Niemedyczny
2094,"Czekam ma takie rozbicie danych dla:  1. AIDS 2. Nowotworów 3. Samobójstw 4. Wypadków  Bo nie wiem czy @MZ_GOV_PL wie, ale bezpośrednio na AIDS, raki, samobójstwo czy wypadek umiera się rzadko. Raczej na ich następstwa.",Medyczne
2096,"W tym roku lekarze z naszej Izby mogą się zaszczepić w czterech przychodniach na terenie Warszawy, jednej na terenie Radomia lub odebrać szczepionkę osobiście w siedzibie Izby przy ul. Puławskiej 18.  #izbabliżejlekarzy",Medyczne
2097,"@ArturoDucati999 Najpierw był przeciwko szczepionkom a teraz namawia do 5G? Czy on nie wie, że obie plagi się uzupełniają? Skąd ten brak konsekwencji? Jutro gotów przekonywać, że ziemia jest okrągła ! #niegłosujęnadude!",Niemedyczny
2098,"pacjentom.  Ale nawet szpital #MSWiA, który jest szpitalem wiodącym w leczeniu COVID ten lek polecał. Do dziś niektóre komitety terapeutyczne w szpitalach polecają Arechin na COVID, mimo że formalnie jest on wycofywany.",Medyczne
2099,"Nowotworom nie służy zdrowa dieta – niskokaloryczna oraz uboga w tłuszcze zwierzęce i proste cukry. Jedzmy zdrowo i nie tyjmy. Usuńmy z diety te składniki, które są niebezpieczne @NewsweekPolska  https://t.co/luXlx80Yck",Medyczne
2100,Kolejne samorządy zaangażowały się w działania na rzecz profilaktyki zdrowia Dolnoślązaków. Gmina Bolków i Gmina Mysłakowice dołączyły do naszego programu profilaktyki nowotworów jelita grubego.  https://t.co/rrQBCjDri2,Medyczne
2101,"REPORTAŻ ""Psychiatria czeka na decyzję"" o absurdalnej sytuacji, w której znalazła się przychodnia psychiatryczna dla dzieci i młodzieży szpitala Wolskiego. Jest tam wszystko oprócz ...pacjentów.  https://t.co/bsIBrOuSSB",Medyczne
2102,"Podobała się  beczka z  ""osoczem wirusów"" wyprodukowanych przez Billa Gatesa,  z przymusowo wyabortowanych ludzkich płodów?   A 5G smażące mózgi?  Stacje mikrofal 5G emitujące koronawirusy  w celu depopulacji ludzkości?",Niemedyczny
2104,"BAJKI LEWAKÓW ...  Shi, znana jako chińska „kobieta nietoperz”, powiedziała, że ​​cechy genetyczne wirusów, nad którymi pracowała, nie pasują do koronawirusa rozprzestrzeniającego się na ludzi.   https://t.co/gcLuyqUXE3",Medyczne
2105,"Idzie na lockdwon, innego wyjscia nie ma, sadze że rysuje się wloski scenariuz z wiosny, dodajmy że gryp obniża odpornosc i nawet jesli przeslibysmy CV-19 bezobjawowo to w polaczeniu z grypą zaliczymy hoapitalizacje :((",Medyczne
2107,"Dziewczynka po śmierci matki na raka jest zrobiona z lekarstw matki  Sztuka napisana w 💔  - Gdyby moja matka znała moją matkę, jak byłbyś moim lekarstwem?  O Boże, zmiłuj się nad naszymi matkami  https://t.co/OJDYcMIABx",Medyczne
2108,"@habitixo ale jest masa rodzajow nowotworow i nie da sie stworzyc uniwersalnego leku na kazdego raka, plus jak wyzej mowili - nie ma czegos takiego jak szczepionka na raka, bo nie jest powodowany wirusami czy bakteriami",Medyczne
2110,"17060 to liczba #COVID19 na dziś. Nie ma lekko, wirus nie odpuszcza. Chrońmy siebie i naszych bliźnich. To jest wredna choroba, bo nawet, gdy komuś uda się wyzdrowieć, to nie mija ona bez śladu. Zostawia inwalidów. #DDM",Medyczne
2111,Katechizm polskiego dziecka.  Kto ty jesteś? Polak mały. Jaki znak twój? Orzeł biały. Gdzie ty mieszkasz? Między swemi. W jakim kraju? W polskiej ziemi. Czem ta ziemia? Mą ojczyzną. Czem zdobyta? Krwią i blizną.  cdn...,Niemedyczny
2112,"Najgorsze że ona jest po nowotworze tarczycy i miała ją wycinanką i co jeśli to niesie za sobą jakieś powikłania? Ona jest młodziutka, młodsza od mojej mamy i jeszcze ma małe dziecko i jeśli- Nawet wolę o tym nie myśleć",Medyczne
